"","filename","LAIvalue"
"1","DAV_1_20140721.JPG",0.605924538271653
"2","DAV_2_20140721.JPG",0.625957516657253
"3","DAV_3_20140721.JPG",0.585353792817933
"4","DAV_4_20140721.JPG",0.626845209164816
"5","HDF1_1_20140721.JPG",1.0723070307826
"6","HDF1_2_20140721.JPG",1.0767285802562
"7","HDF1_3_20140721.JPG",1.05731617976231
"8","HDF1_4_20140721.JPG",1.13458509437985
"9","HDF1_5_20140721.JPG",1.13099070180468
"10","LDF2_1_20140721.JPG",0.110552514113291
"11","LDF2_2_20140721.JPG",0.115263787531339
"12","LDF2_3_20140721.JPG",0.103118024944241
"13","LDF2_4_20140721.JPG",0.10416471566604
